Source,Date,GBP/AUD,USD/AUD,SGD/AUD
RBA,1994-08-24,0.4756,0.7398,1.1104
RBA,1994-08-25,0.4788,0.7418,1.1131
RBA,1994-08-26,0.4768,0.7423,1.1131
RBA,1994-08-27,0.4768,0.7423,1.1131
RBA,1994-08-28,0.4768,0.7423,1.1131
RBA,1994-08-29,0.4845,0.7425,1.1139
RBA,1994-08-30,0.4842,0.7428,1.1138
RBA,1994-08-31,0.4837,0.7425,1.1137
RBA,1994-09-01,0.4838,0.7422,1.1132
RBA,1994-09-02,0.4806,0.7426,1.1139
RBA,1994-09-03,0.4806,0.7426,1.1139
RBA,1994-09-04,0.4806,0.7426,1.1139
RBA,1994-09-05,0.4781,0.7395,1.109
RBA,1994-09-06,0.4794,0.7408,1.1111
RBA,1994-09-07,0.4775,0.7406,1.1108
RBA,1994-09-08,0.4807,0.7431,1.1145
RBA,1994-09-09,0.4828,0.7452,1.1171
RBA,1994-09-10,0.4828,0.7452,1.1171
RBA,1994-09-11,0.4828,0.7452,1.1171
RBA,1994-09-12,0.4783,0.7428,1.1111
RBA,1994-09-13,0.4746,0.7437,1.1087
RBA,1994-09-14,0.4753,0.7443,1.1075
RBA,1994-09-15,0.4745,0.7422,1.1049
RBA,1994-09-16,0.4752,0.7434,1.1051
RBA,1994-09-17,0.4752,0.7434,1.1051
RBA,1994-09-18,0.4752,0.7434,1.1051
RBA,1994-09-19,0.4704,0.7434,1.1002
RBA,1994-09-20,0.4744,0.7431,1.1
RBA,1994-09-21,0.4689,0.74,1.0937
RBA,1994-09-22,0.4667,0.7358,1.0871
RBA,1994-09-23,0.4689,0.7391,1.0915
RBA,1994-09-24,0.4689,0.7391,1.0915
RBA,1994-09-25,0.4689,0.7391,1.0915
RBA,1994-09-26,0.4704,0.7414,1.0962
RBA,1994-09-27,0.4707,0.7411,1.0996
RBA,1994-09-28,0.4683,0.74,1.0974
RBA,1994-09-29,0.4681,0.7377,1.0981
RBA,1994-09-30,0.468,0.7393,1.0969
RBA,1994-10-01,0.468,0.7393,1.0969
RBA,1994-10-02,0.468,0.7393,1.0969
RBA,1994-10-03,0.4703,0.7416,1.1004
RBA,1994-10-04,0.4676,0.7384,1.0942
RBA,1994-10-05,0.4676,0.7394,1.093
RBA,1994-10-06,0.4669,0.7402,1.0953
RBA,1994-10-07,0.4644,0.7382,1.0939
RBA,1994-10-08,0.4644,0.7382,1.0939
RBA,1994-10-09,0.4644,0.7382,1.0939
RBA,1994-10-10,0.4661,0.7382,1.0958
RBA,1994-10-11,0.4661,0.7387,1.0957
RBA,1994-10-12,0.4664,0.7366,1.0931
RBA,1994-10-13,0.4656,0.7373,1.0925
RBA,1994-10-14,0.4614,0.7355,1.0865
RBA,1994-10-15,0.4614,0.7355,1.0865
RBA,1994-10-16,0.4614,0.7355,1.0865
RBA,1994-10-17,0.4579,0.7363,1.0851
RBA,1994-10-18,0.4583,0.7367,1.0844
RBA,1994-10-19,0.4566,0.7372,1.0846
RBA,1994-10-20,0.4542,0.7363,1.0827
RBA,1994-10-21,0.4487,0.732,1.0781
RBA,1994-10-22,0.4487,0.732,1.0781
RBA,1994-10-23,0.4487,0.732,1.0781
RBA,1994-10-24,0.453,0.7371,1.0862
RBA,1994-10-25,0.4504,0.7368,1.0832
RBA,1994-10-26,0.4514,0.7386,1.0857
RBA,1994-10-27,0.4537,0.7424,1.0916
RBA,1994-10-28,0.4548,0.7432,1.0932
RBA,1994-10-29,0.4548,0.7432,1.0932
RBA,1994-10-30,0.4548,0.7432,1.0932
RBA,1994-10-31,0.4575,0.7422,1.0919
RBA,1994-11-01,0.4531,0.7421,1.0905
RBA,1994-11-02,0.4531,0.7409,1.0865
RBA,1994-11-03,0.457,0.7424,1.0907
RBA,1994-11-04,0.4589,0.7423,1.0904
RBA,1994-11-05,0.4589,0.7423,1.0904
RBA,1994-11-06,0.4589,0.7423,1.0904
RBA,1994-11-07,0.4633,0.7485,1.0994
RBA,1994-11-08,0.4664,0.7527,1.1037
RBA,1994-11-09,0.4639,0.7526,1.1026
RBA,1994-11-10,0.4702,0.755,1.1083
RBA,1994-11-11,0.471,0.754,1.1086
RBA,1994-11-12,0.471,0.754,1.1086
RBA,1994-11-13,0.471,0.754,1.1086
RBA,1994-11-14,0.4731,0.753,1.1092
RBA,1994-11-15,0.4706,0.7518,1.1064
RBA,1994-11-16,0.4767,0.7504,1.1061
RBA,1994-11-17,0.4782,0.7529,1.1079
RBA,1994-11-18,0.4797,0.7535,1.1089
RBA,1994-11-19,0.4797,0.7535,1.1089
RBA,1994-11-20,0.4797,0.7535,1.1089
RBA,1994-11-21,0.4839,0.7582,1.1135
RBA,1994-11-22,0.4865,0.7644,1.1206
RBA,1994-11-23,0.482,0.7588,1.1116
RBA,1994-11-24,0.4859,0.7614,1.1162
RBA,1994-11-25,0.4854,0.7594,1.1125
RBA,1994-11-26,0.4854,0.7594,1.1125
RBA,1994-11-27,0.4854,0.7594,1.1125
RBA,1994-11-28,0.4876,0.7617,1.1157
RBA,1994-11-29,0.4866,0.7626,1.1161
RBA,1994-11-30,0.4912,0.7674,1.1233
RBA,1994-12-01,0.4902,0.7683,1.1245
RBA,1994-12-02,0.4897,0.7671,1.1246
RBA,1994-12-03,0.4897,0.7671,1.1246
RBA,1994-12-04,0.4897,0.7671,1.1246
RBA,1994-12-05,0.4948,0.7718,1.1353
RBA,1994-12-06,0.4933,0.7686,1.126
RBA,1994-12-07,0.492,0.7697,1.1261
RBA,1994-12-08,0.4909,0.769,1.1271
RBA,1994-12-09,0.4944,0.7724,1.1354
RBA,1994-12-10,0.4944,0.7724,1.1354
RBA,1994-12-11,0.4944,0.7724,1.1354
RBA,1994-12-12,0.4956,0.7726,1.1332
RBA,1994-12-13,0.4955,0.7757,1.1362
RBA,1994-12-14,0.4984,0.7778,1.1403
RBA,1994-12-15,0.4981,0.7777,1.1407
RBA,1994-12-16,0.4974,0.7773,1.1394
RBA,1994-12-17,0.4974,0.7773,1.1394
RBA,1994-12-18,0.4974,0.7773,1.1394
RBA,1994-12-19,0.4978,0.7763,1.1373
RBA,1994-12-20,0.497,0.7758,1.1367
RBA,1994-12-21,0.4979,0.7765,1.1366
RBA,1994-12-22,0.503,0.7761,1.1366
RBA,1994-12-23,0.5016,0.7758,1.135
RBA,1994-12-24,0.5016,0.7758,1.135
RBA,1994-12-25,0.5016,0.7758,1.135
RBA,1994-12-26,0.5016,0.7758,1.135
RBA,1994-12-27,0.5016,0.7758,1.135
RBA,1994-12-28,0.5028,0.7768,1.1369
RBA,1994-12-29,0.498,0.7769,1.1364
RBA,1994-12-30,0.4982,0.7768,1.1345
RBA,1994-12-31,0.4982,0.7768,1.1345
RBA,1995-01-01,0.4982,0.7768,1.1345
RBA,1995-01-02,0.4982,0.7768,1.1345
RBA,1995-01-03,0.4977,0.7761,1.1304
RBA,1995-01-04,0.4942,0.7704,1.1205
RBA,1995-01-05,0.4923,0.7693,1.1174
RBA,1995-01-06,0.4932,0.7699,1.1186
RBA,1995-01-07,0.4932,0.7699,1.1186
RBA,1995-01-08,0.4932,0.7699,1.1186
RBA,1995-01-09,0.4933,0.7658,1.1129
RBA,1995-01-10,0.489,0.7643,1.1082
RBA,1995-01-11,0.4907,0.767,1.1122
RBA,1995-01-12,0.4948,0.7706,1.1197
RBA,1995-01-13,0.484,0.7613,1.112
RBA,1995-01-14,0.484,0.7613,1.112
RBA,1995-01-15,0.484,0.7613,1.112
RBA,1995-01-16,0.4842,0.7593,1.1029
RBA,1995-01-17,0.4867,0.7616,1.1039
RBA,1995-01-18,0.484,0.7596,1.1009
RBA,1995-01-19,0.4854,0.7613,1.1075
RBA,1995-01-20,0.4839,0.7674,1.112
RBA,1995-01-21,0.4839,0.7674,1.112
RBA,1995-01-22,0.4839,0.7674,1.112
RBA,1995-01-23,0.4854,0.7701,1.1157
RBA,1995-01-24,0.4825,0.7698,1.117
RBA,1995-01-25,0.4827,0.7711,1.1205
RBA,1995-01-26,0.4827,0.7711,1.1205
RBA,1995-01-27,0.4797,0.7625,1.1066
RBA,1995-01-28,0.4797,0.7625,1.1066
RBA,1995-01-29,0.4797,0.7625,1.1066
RBA,1995-01-30,0.4782,0.7601,1.1039
RBA,1995-01-31,0.4752,0.7583,1.1022
RBA,1995-02-01,0.4793,0.7582,1.1024
RBA,1995-02-02,0.4803,0.7585,1.1017
RBA,1995-02-03,0.4805,0.759,1.1028
RBA,1995-02-04,0.4805,0.759,1.1028
RBA,1995-02-05,0.4805,0.759,1.1028
RBA,1995-02-06,0.482,0.7528,1.0987
RBA,1995-02-07,0.478,0.7455,1.0905
RBA,1995-02-08,0.4795,0.747,1.0906
RBA,1995-02-09,0.4775,0.7419,1.079
RBA,1995-02-10,0.4779,0.7437,1.0797
RBA,1995-02-11,0.4779,0.7437,1.0797
RBA,1995-02-12,0.4779,0.7437,1.0797
RBA,1995-02-13,0.4779,0.747,1.0841
RBA,1995-02-14,0.4756,0.7426,1.0791
RBA,1995-02-15,0.4785,0.7466,1.0857
RBA,1995-02-16,0.4771,0.7459,1.0845
RBA,1995-02-17,0.4676,0.7379,1.0707
RBA,1995-02-18,0.4676,0.7379,1.0707
RBA,1995-02-19,0.4676,0.7379,1.0707
RBA,1995-02-20,0.4654,0.7377,1.071
RBA,1995-02-21,0.4704,0.7418,1.0778
RBA,1995-02-22,0.4693,0.7435,1.0799
RBA,1995-02-23,0.4652,0.7392,1.0746
RBA,1995-02-24,0.4625,0.7376,1.0706
RBA,1995-02-25,0.4625,0.7376,1.0706
RBA,1995-02-26,0.4625,0.7376,1.0706
RBA,1995-02-27,0.4682,0.7399,1.0753
RBA,1995-02-28,0.4669,0.7395,1.0721
RBA,1995-03-01,0.4649,0.7364,1.0667
RBA,1995-03-02,0.4624,0.7351,1.0654
RBA,1995-03-03,0.4581,0.7373,1.0665
RBA,1995-03-04,0.4581,0.7373,1.0665
RBA,1995-03-05,0.4581,0.7373,1.0665
RBA,1995-03-06,0.4464,0.7337,1.0578
RBA,1995-03-07,0.4545,0.7387,1.056
RBA,1995-03-08,0.4468,0.7386,1.0399
RBA,1995-03-09,0.4612,0.741,1.0515
RBA,1995-03-10,0.4623,0.7413,1.0508
RBA,1995-03-11,0.4623,0.7413,1.0508
RBA,1995-03-12,0.4623,0.7413,1.0508
RBA,1995-03-13,0.4729,0.7455,1.0537
RBA,1995-03-14,0.4695,0.7459,1.0562
RBA,1995-03-15,0.4702,0.7465,1.0556
RBA,1995-03-16,0.4681,0.7466,1.054
RBA,1995-03-17,0.4659,0.7418,1.0471
RBA,1995-03-18,0.4659,0.7418,1.0471
RBA,1995-03-19,0.4659,0.7418,1.0471
RBA,1995-03-20,0.461,0.7293,1.0292
RBA,1995-03-21,0.4594,0.7255,1.0251
RBA,1995-03-22,0.4589,0.7281,1.0306
RBA,1995-03-23,0.4554,0.7226,1.0216
RBA,1995-03-24,0.4562,0.7265,1.0309
RBA,1995-03-25,0.4562,0.7265,1.0309
RBA,1995-03-26,0.4562,0.7265,1.0309
RBA,1995-03-27,0.4563,0.7275,1.0328
RBA,1995-03-28,0.4549,0.7268,1.0339
RBA,1995-03-29,0.4505,0.7271,1.0288
RBA,1995-03-30,0.4506,0.7263,1.031
RBA,1995-03-31,0.4534,0.728,1.0333
RBA,1995-04-01,0.4534,0.728,1.0333
RBA,1995-04-02,0.4534,0.728,1.0333
RBA,1995-04-03,0.4537,0.7343,1.0344
RBA,1995-04-04,0.4531,0.7324,1.0303
RBA,1995-04-05,0.4598,0.7387,1.0382
RBA,1995-04-06,0.4592,0.7393,1.0381
RBA,1995-04-07,0.4574,0.7371,1.0336
RBA,1995-04-08,0.4574,0.7371,1.0336
RBA,1995-04-09,0.4574,0.7371,1.0336
RBA,1995-04-10,0.4625,0.7402,1.0353
RBA,1995-04-11,0.463,0.7391,1.037
RBA,1995-04-12,0.4671,0.7423,1.0391
RBA,1995-04-13,0.4658,0.742,1.0377
RBA,1995-04-14,0.4658,0.742,1.0377
RBA,1995-04-15,0.4658,0.742,1.0377
RBA,1995-04-16,0.4658,0.742,1.0377
RBA,1995-04-17,0.4658,0.742,1.0377
RBA,1995-04-18,0.4603,0.7456,1.04
RBA,1995-04-19,0.4586,0.7407,1.0309
RBA,1995-04-20,0.4577,0.7357,1.0265
RBA,1995-04-21,0.4577,0.7363,1.0307
RBA,1995-04-22,0.4577,0.7363,1.0307
RBA,1995-04-23,0.4577,0.7363,1.0307
RBA,1995-04-24,0.4479,0.7248,1.0094
RBA,1995-04-25,0.4479,0.7248,1.0094
RBA,1995-04-26,0.4496,0.7276,1.0138
RBA,1995-04-27,0.4501,0.7271,1.0142
RBA,1995-04-28,0.4515,0.7299,1.0157
RBA,1995-04-29,0.4515,0.7299,1.0157
RBA,1995-04-30,0.4515,0.7299,1.0157
RBA,1995-05-01,0.4519,0.7282,1.0152
RBA,1995-05-02,0.4509,0.7285,1.0126
RBA,1995-05-03,0.4513,0.7295,1.014
RBA,1995-05-04,0.4549,0.7348,1.0214
RBA,1995-05-05,0.4602,0.7426,1.0322
RBA,1995-05-06,0.4602,0.7426,1.0322
RBA,1995-05-07,0.4602,0.7426,1.0322
RBA,1995-05-08,0.4626,0.7411,1.0301
RBA,1995-05-09,0.4609,0.7382,1.0279
RBA,1995-05-10,0.4591,0.7286,1.0142
RBA,1995-05-11,0.4614,0.7295,1.0169
RBA,1995-05-12,0.472,0.735,1.0389
RBA,1995-05-13,0.472,0.735,1.0389
RBA,1995-05-14,0.472,0.735,1.0389
RBA,1995-05-15,0.4689,0.7368,1.0385
RBA,1995-05-16,0.4657,0.7323,1.0245
RBA,1995-05-17,0.4673,0.7314,1.0243
RBA,1995-05-18,0.466,0.7303,1.0224
RBA,1995-05-19,0.4567,0.7196,1.002
RBA,1995-05-20,0.4567,0.7196,1.002
RBA,1995-05-21,0.4567,0.7196,1.002
RBA,1995-05-22,0.4592,0.7195,1.0012
RBA,1995-05-23,0.4566,0.7187,1.0001
RBA,1995-05-24,0.4581,0.7198,1.0038
RBA,1995-05-25,0.4545,0.7182,0.9994
RBA,1995-05-26,0.4498,0.7229,1.0052
RBA,1995-05-27,0.4498,0.7229,1.0052
RBA,1995-05-28,0.4498,0.7229,1.0052
RBA,1995-05-29,0.4504,0.7197,1.0004
RBA,1995-05-30,0.4514,0.7212,1.0041
RBA,1995-05-31,0.4449,0.7138,0.9923
RBA,1995-06-01,0.4488,0.7125,0.9925
RBA,1995-06-02,0.4481,0.716,0.9957
RBA,1995-06-03,0.4481,0.716,0.9957
RBA,1995-06-04,0.4481,0.716,0.9957
RBA,1995-06-05,0.4486,0.7143,0.9932
RBA,1995-06-06,0.4486,0.7143,0.9932
RBA,1995-06-07,0.4526,0.7193,1.0045
RBA,1995-06-08,0.4529,0.72,1.0032
RBA,1995-06-09,0.4535,0.7204,1.0033
RBA,1995-06-10,0.4535,0.7204,1.0033
RBA,1995-06-11,0.4535,0.7204,1.0033
RBA,1995-06-12,0.4519,0.7206,1.0029
RBA,1995-06-13,0.4492,0.7174,0.9988
RBA,1995-06-14,0.4523,0.7214,1.006
RBA,1995-06-15,0.4481,0.7213,1.0066
RBA,1995-06-16,0.4545,0.7269,1.0148
RBA,1995-06-17,0.4545,0.7269,1.0148
RBA,1995-06-18,0.4545,0.7269,1.0148
RBA,1995-06-19,0.4527,0.7272,1.0153
RBA,1995-06-20,0.4528,0.7243,1.0108
RBA,1995-06-21,0.4519,0.7245,1.013
RBA,1995-06-22,0.4506,0.725,1.0144
RBA,1995-06-23,0.4507,0.7198,1.0056
RBA,1995-06-24,0.4507,0.7198,1.0056
RBA,1995-06-25,0.4507,0.7198,1.0056
RBA,1995-06-26,0.4504,0.7215,1.0073
RBA,1995-06-27,0.4532,0.7188,1.0045
RBA,1995-06-28,0.4517,0.7153,0.9988
RBA,1995-06-29,0.453,0.7158,1.0014
RBA,1995-06-30,0.4452,0.7086,0.9898
RBA,1995-07-01,0.4452,0.7086,0.9898
RBA,1995-07-02,0.4452,0.7086,0.9898
RBA,1995-07-03,0.4462,0.7109,0.9924
RBA,1995-07-04,0.4442,0.7093,0.9898
RBA,1995-07-05,0.4453,0.7113,0.994
RBA,1995-07-06,0.4461,0.7115,0.9929
RBA,1995-07-07,0.4476,0.7144,0.9989
RBA,1995-07-08,0.4476,0.7144,0.9989
RBA,1995-07-09,0.4476,0.7144,0.9989
RBA,1995-07-10,0.4489,0.7159,1.0049
RBA,1995-07-11,0.4509,0.7173,1.0062
RBA,1995-07-12,0.4531,0.7198,1.0102
RBA,1995-07-13,0.4598,0.7319,1.0238
RBA,1995-07-14,0.4576,0.7302,1.021
RBA,1995-07-15,0.4576,0.7302,1.021
RBA,1995-07-16,0.4576,0.7302,1.021
RBA,1995-07-17,0.4593,0.7309,1.0233
RBA,1995-07-18,0.4594,0.7333,1.0252
RBA,1995-07-19,0.4587,0.7319,1.0247
RBA,1995-07-20,0.4592,0.7337,1.0264
RBA,1995-07-21,0.4608,0.7351,1.0297
RBA,1995-07-22,0.4608,0.7351,1.0297
RBA,1995-07-23,0.4608,0.7351,1.0297
RBA,1995-07-24,0.4612,0.7359,1.0297
RBA,1995-07-25,0.463,0.739,1.0337
RBA,1995-07-26,0.4658,0.7405,1.036
RBA,1995-07-27,0.462,0.7374,1.0276
RBA,1995-07-28,0.4598,0.7346,1.0243
RBA,1995-07-29,0.4598,0.7346,1.0243
RBA,1995-07-30,0.4598,0.7346,1.0243
RBA,1995-07-31,0.4611,0.7389,1.0304
RBA,1995-08-01,0.4632,0.7406,1.032
RBA,1995-08-02,0.4611,0.7393,1.0313
RBA,1995-08-03,0.4618,0.7396,1.0343
RBA,1995-08-04,0.4595,0.7365,1.0299
RBA,1995-08-05,0.4595,0.7365,1.0299
RBA,1995-08-06,0.4595,0.7365,1.0299
RBA,1995-08-07,0.461,0.7412,1.0369
RBA,1995-08-08,0.4648,0.7435,1.0396
RBA,1995-08-09,0.4647,0.7441,1.0402
RBA,1995-08-10,0.4631,0.7408,1.0339
RBA,1995-08-11,0.4691,0.7443,1.0402
RBA,1995-08-12,0.4691,0.7443,1.0402
RBA,1995-08-13,0.4691,0.7443,1.0402
RBA,1995-08-14,0.4716,0.7411,1.0364
RBA,1995-08-15,0.472,0.7414,1.0368
RBA,1995-08-16,0.472,0.733,1.0392
RBA,1995-08-17,0.4741,0.7333,1.0409
RBA,1995-08-18,0.4755,0.7354,1.052
RBA,1995-08-19,0.4755,0.7354,1.052
RBA,1995-08-20,0.4755,0.7354,1.052
RBA,1995-08-21,0.4774,0.7368,1.0508
RBA,1995-08-22,0.4788,0.7378,1.0514
RBA,1995-08-23,0.4824,0.7395,1.0549
RBA,1995-08-24,0.4791,0.7394,1.0522
RBA,1995-08-25,0.481,0.7426,1.058
RBA,1995-08-26,0.481,0.7426,1.058
RBA,1995-08-27,0.481,0.7426,1.058
RBA,1995-08-28,0.4788,0.7426,1.0519
RBA,1995-08-29,0.4844,0.7498,1.064
RBA,1995-08-30,0.4869,0.7523,1.0729
RBA,1995-08-31,0.4861,0.7524,1.0707
RBA,1995-09-01,0.4833,0.7496,1.0667
RBA,1995-09-02,0.4833,0.7496,1.0667
RBA,1995-09-03,0.4833,0.7496,1.0667
RBA,1995-09-04,0.4815,0.7507,1.066
RBA,1995-09-05,0.4838,0.7508,1.0692
RBA,1995-09-06,0.4835,0.7513,1.0717
RBA,1995-09-07,0.4841,0.7507,1.0688
RBA,1995-09-08,0.4862,0.7526,1.0757
RBA,1995-09-09,0.4862,0.7526,1.0757
RBA,1995-09-10,0.4862,0.7526,1.0757
RBA,1995-09-11,0.4836,0.752,1.073
RBA,1995-09-12,0.489,0.7576,1.0834
RBA,1995-09-13,0.4928,0.7651,1.0983
RBA,1995-09-14,0.4901,0.7602,1.0924
RBA,1995-09-15,0.4916,0.761,1.0936
RBA,1995-09-16,0.4916,0.761,1.0936
RBA,1995-09-17,0.4916,0.761,1.0936
RBA,1995-09-18,0.4881,0.7558,1.0927
RBA,1995-09-19,0.4896,0.7577,1.0963
RBA,1995-09-20,0.4891,0.7573,1.0966
RBA,1995-09-21,0.4873,0.756,1.0911
RBA,1995-09-22,0.4742,0.7504,1.077
RBA,1995-09-23,0.4742,0.7504,1.077
RBA,1995-09-24,0.4742,0.7504,1.077
RBA,1995-09-25,0.4758,0.7487,1.0763
RBA,1995-09-26,0.4792,0.7521,1.0819
RBA,1995-09-27,0.4777,0.7496,1.071
RBA,1995-09-28,0.4783,0.7536,1.0745
RBA,1995-09-29,0.4777,0.755,1.0726
RBA,1995-09-30,0.4777,0.755,1.0726
RBA,1995-10-01,0.4777,0.755,1.0726
RBA,1995-10-02,0.4816,0.7605,1.0864
RBA,1995-10-03,0.481,0.7643,1.0918
RBA,1995-10-04,0.4855,0.7675,1.1002
RBA,1995-10-05,0.4813,0.7638,1.0947
RBA,1995-10-06,0.4793,0.7597,1.0873
RBA,1995-10-07,0.4793,0.7597,1.0873
RBA,1995-10-08,0.4793,0.7597,1.0873
RBA,1995-10-09,0.4815,0.7642,1.0901
RBA,1995-10-10,0.4791,0.7592,1.0836
RBA,1995-10-11,0.4829,0.7618,1.0875
RBA,1995-10-12,0.4859,0.7642,1.0903
RBA,1995-10-13,0.4829,0.7608,1.0838
RBA,1995-10-14,0.4829,0.7608,1.0838
RBA,1995-10-15,0.4829,0.7608,1.0838
RBA,1995-10-16,0.4811,0.7583,1.0817
RBA,1995-10-17,0.4811,0.7571,1.0796
RBA,1995-10-18,0.4758,0.7511,1.0671
RBA,1995-10-19,0.4824,0.7583,1.0799
RBA,1995-10-20,0.4774,0.7518,1.07
RBA,1995-10-21,0.4774,0.7518,1.07
RBA,1995-10-22,0.4774,0.7518,1.07
RBA,1995-10-23,0.4746,0.7489,1.0601
RBA,1995-10-24,0.4753,0.7499,1.0626
RBA,1995-10-25,0.4737,0.7491,1.0604
RBA,1995-10-26,0.48,0.7567,1.0711
RBA,1995-10-27,0.4766,0.7536,1.066
RBA,1995-10-28,0.4766,0.7536,1.066
RBA,1995-10-29,0.4766,0.7536,1.066
RBA,1995-10-30,0.481,0.7593,1.0746
RBA,1995-10-31,0.48,0.7566,1.0713
RBA,1995-11-01,0.481,0.7603,1.0751
RBA,1995-11-02,0.4801,0.7578,1.0734
RBA,1995-11-03,0.4799,0.7579,1.0735
RBA,1995-11-04,0.4799,0.7579,1.0735
RBA,1995-11-05,0.4799,0.7579,1.0735
RBA,1995-11-06,0.4789,0.7575,1.0706
RBA,1995-11-07,0.4772,0.7543,1.0653
RBA,1995-11-08,0.4753,0.7513,1.063
RBA,1995-11-09,0.4705,0.7427,1.0508
RBA,1995-11-10,0.4677,0.7385,1.0428
RBA,1995-11-11,0.4677,0.7385,1.0428
RBA,1995-11-12,0.4677,0.7385,1.0428
RBA,1995-11-13,0.4708,0.7383,1.0425
RBA,1995-11-14,0.4739,0.7384,1.0429
RBA,1995-11-15,0.4727,0.7396,1.0439
RBA,1995-11-16,0.4738,0.7389,1.0436
RBA,1995-11-17,0.4761,0.7405,1.046
RBA,1995-11-18,0.4761,0.7405,1.046
RBA,1995-11-19,0.4761,0.7405,1.046
RBA,1995-11-20,0.481,0.7428,1.0505
RBA,1995-11-21,0.4796,0.7458,1.0531
RBA,1995-11-22,0.4765,0.7416,1.0474
RBA,1995-11-23,0.4741,0.7403,1.0451
RBA,1995-11-24,0.4729,0.7394,1.0443
RBA,1995-11-25,0.4729,0.7394,1.0443
RBA,1995-11-26,0.4729,0.7394,1.0443
RBA,1995-11-27,0.475,0.7403,1.0456
RBA,1995-11-28,0.4801,0.7453,1.0527
RBA,1995-11-29,0.4856,0.7507,1.06
RBA,1995-11-30,0.486,0.7469,1.0548
RBA,1995-12-01,0.4845,0.743,1.0494
RBA,1995-12-02,0.4845,0.743,1.0494
RBA,1995-12-03,0.4845,0.743,1.0494
RBA,1995-12-04,0.4817,0.7403,1.0464
RBA,1995-12-05,0.4808,0.7378,1.0431
RBA,1995-12-06,0.4807,0.742,1.0487
RBA,1995-12-07,0.48,0.7408,1.0473
RBA,1995-12-08,0.4824,0.7399,1.0453
RBA,1995-12-09,0.4824,0.7399,1.0453
RBA,1995-12-10,0.4824,0.7399,1.0453
RBA,1995-12-11,0.4813,0.7376,1.0433
RBA,1995-12-12,0.4808,0.7377,1.0432
RBA,1995-12-13,0.4842,0.7421,1.0501
RBA,1995-12-14,0.485,0.7449,1.0547
RBA,1995-12-15,0.4805,0.7406,1.0489
RBA,1995-12-16,0.4805,0.7406,1.0489
RBA,1995-12-17,0.4805,0.7406,1.0489
RBA,1995-12-18,0.482,0.7414,1.0499
RBA,1995-12-19,0.4813,0.7417,1.0494
RBA,1995-12-20,0.4814,0.7413,1.0495
RBA,1995-12-21,0.4821,0.7428,1.0511
RBA,1995-12-22,0.4807,0.7409,1.0484
RBA,1995-12-23,0.4807,0.7409,1.0484
RBA,1995-12-24,0.4807,0.7409,1.0484
RBA,1995-12-25,0.4807,0.7409,1.0484
RBA,1995-12-26,0.4807,0.7409,1.0484
RBA,1995-12-27,0.478,0.7438,1.052
RBA,1995-12-28,0.479,0.7463,1.0547
RBA,1995-12-29,0.4814,0.745,1.0538
RBA,1995-12-30,0.4814,0.745,1.0538
RBA,1995-12-31,0.4814,0.745,1.0538
RBA,1996-01-01,0.4814,0.745,1.0538
RBA,1996-01-02,0.4814,0.744,1.052
RBA,1996-01-03,0.4806,0.7462,1.057
RBA,1996-01-04,0.4805,0.745,1.0603
RBA,1996-01-05,0.4775,0.7408,1.0556
RBA,1996-01-06,0.4775,0.7408,1.0556
RBA,1996-01-07,0.4775,0.7408,1.0556
RBA,1996-01-08,0.4824,0.7472,1.0643
RBA,1996-01-09,0.4809,0.7462,1.0616
RBA,1996-01-10,0.4816,0.7453,1.0611
RBA,1996-01-11,0.4834,0.7458,1.0607
RBA,1996-01-12,0.4824,0.744,1.0597
RBA,1996-01-13,0.4824,0.744,1.0597
RBA,1996-01-14,0.4824,0.744,1.0597
RBA,1996-01-15,0.4817,0.7446,1.0596
RBA,1996-01-16,0.4829,0.7447,1.0616
RBA,1996-01-17,0.4846,0.7433,1.0594
RBA,1996-01-18,0.4853,0.7412,1.0525
RBA,1996-01-19,0.4891,0.7393,1.0515
RBA,1996-01-20,0.4891,0.7393,1.0515
RBA,1996-01-21,0.4891,0.7393,1.0515
RBA,1996-01-22,0.4877,0.7346,1.0449
RBA,1996-01-23,0.4848,0.7336,1.0415
RBA,1996-01-24,0.4842,0.7327,1.0397
RBA,1996-01-25,0.4874,0.7368,1.0448
RBA,1996-01-26,0.4874,0.7368,1.0448
RBA,1996-01-27,0.4874,0.7368,1.0448
RBA,1996-01-28,0.4874,0.7368,1.0448
RBA,1996-01-29,0.4918,0.7394,1.0483
RBA,1996-01-30,0.4922,0.7422,1.0531
RBA,1996-01-31,0.4943,0.7447,1.0572
RBA,1996-02-01,0.4924,0.7458,1.059
RBA,1996-02-02,0.4934,0.7503,1.0643
RBA,1996-02-03,0.4934,0.7503,1.0643
RBA,1996-02-04,0.4934,0.7503,1.0643
RBA,1996-02-05,0.4944,0.7578,1.0733
RBA,1996-02-06,0.4913,0.7556,1.0685
RBA,1996-02-07,0.4892,0.7528,1.0652
RBA,1996-02-08,0.4915,0.7546,1.0681
RBA,1996-02-09,0.4917,0.7563,1.0711
RBA,1996-02-10,0.4917,0.7563,1.0711
RBA,1996-02-11,0.4917,0.7563,1.0711
RBA,1996-02-12,0.4954,0.7564,1.0707
RBA,1996-02-13,0.4939,0.7557,1.0697
RBA,1996-02-14,0.4899,0.7541,1.0664
RBA,1996-02-15,0.4903,0.7548,1.0665
RBA,1996-02-16,0.4913,0.7554,1.0674
RBA,1996-02-17,0.4913,0.7554,1.0674
